checkpoint_name,n_total_inits,population,measure,pearson_r,pearson_p,spearman_rho,spearman_p
trained_model_checkpoint_220.pkl,21,Kids_II,ER,0.1521412649026487,0.1389330815158118,0.0987423760392145,0.3384956063462186
trained_model_checkpoint_220.pkl,21,Adults,RT,0.6993121040545732,2.2868114680628963e-15,0.7298451284674508,3.3055793137863185e-17
trained_model_checkpoint_220.pkl,21,Adults,zRT,0.7115616101840523,4.463187836344515e-16,0.7430522997618692,4.404504018155576e-18
trained_model_checkpoint_220.pkl,21,Adults,ER,0.1886611805705156,0.0656437950229579,0.2159268581141146,0.0346074041227452
trained_model_checkpoint_230.pkl,21,Kids_II,RT,0.7848696675294424,3.013911291744503e-21,0.8026136578223462,8.214450796368452e-23
trained_model_checkpoint_230.pkl,21,Kids_II,zRT,0.7940650386675425,4.86923954236081e-22,0.8091930755972289,1.965759437391469e-23
trained_model_checkpoint_230.pkl,21,Kids_II,ER,0.1444378363812263,0.1603093669400787,0.07388280278778,0.4743640636482968
trained_model_checkpoint_230.pkl,21,Adults,RT,0.6933674826869918,4.907519137026196e-15,0.7178754124532272,1.8592895448539715e-16
trained_model_checkpoint_230.pkl,21,Adults,zRT,0.7059271788832471,9.561825612998412e-16,0.7302058301562071,3.1334689190854814e-17
trained_model_checkpoint_230.pkl,21,Adults,ER,0.1749383169372696,0.0882395587188918,0.1868437964332138,0.0683345138459882
trained_model_checkpoint_240.pkl,21,Kids_II,RT,0.7849707862218027,2.955535566402412e-21,0.8141898333378014,6.39112729771839e-24
trained_model_checkpoint_240.pkl,21,Kids_II,zRT,0.7920308849025697,7.3453836008615225e-22,0.8185258406446794,2.3447594498563943e-24
trained_model_checkpoint_240.pkl,21,Kids_II,ER,0.1533993485173929,0.135657538823402,0.1032118483946872,0.3169747983090967
trained_model_checkpoint_240.pkl,21,Adults,RT,0.6987792086875756,2.4506930338539518e-15,0.7397653161352268,7.356731940978393e-18
trained_model_checkpoint_240.pkl,21,Adults,zRT,0.7095627032437126,5.860496589118429e-16,0.7512252532985868,1.188488204121247e-18
trained_model_checkpoint_240.pkl,21,Adults,ER,0.1933449935200998,0.0591036355834951,0.223041696223363,0.0289386158698569
trained_model_checkpoint_250.pkl,21,Kids_II,RT,0.7890753374998519,1.3241387509055273e-21,0.8106917117850968,1.408319127506425e-23
trained_model_checkpoint_250.pkl,21,Kids_II,zRT,0.7976936773722401,2.3116270687349857e-22,0.8154757888237656,4.7601326542425886e-24
trained_model_checkpoint_250.pkl,21,Kids_II,ER,0.1610983387158142,0.1168767615491283,0.1100308112918982,0.2858818170359713
trained_model_checkpoint_250.pkl,21,Adults,RT,0.7080970507172683,7.145561796690893e-16,0.7426095594944856,4.721739417745962e-18
trained_model_checkpoint_250.pkl,21,Adults,zRT,0.7194186159781404,1.4956176531814983e-16,0.754346678197676,7.110110887367357e-19
trained_model_checkpoint_250.pkl,21,Adults,ER,0.1869678059548985,0.0681481200917785,0.2177596741208512,0.0330645630433532
trained_model_checkpoint_260.pkl,21,Kids_II,RT,0.7862142876290419,2.3216840449716558e-21,0.8178414033397452,2.751731270182081e-24
