checkpoint_name,epsilon,n_inits,population,measure,pearson_r,pearson_p,spearman_rho,spearman_p
trained_model_checkpoint_130.pkl,9.0,1,Kids_II,zRT,0.4365143928475116,8.745858036545071e-06,0.4199959152867634,2.044900573307922e-05
trained_model_checkpoint_130.pkl,9.0,1,Kids_II,ER,0.0225142701464862,0.8276380790393535,-0.0246829304770069,0.8113299329786057
trained_model_checkpoint_130.pkl,9.0,1,Adults,RT,0.3880568081715022,9.360213530364852e-05,0.4142128390005429,2.724696152528408e-05
trained_model_checkpoint_130.pkl,9.0,1,Adults,zRT,0.3919476359301218,7.840879104735674e-05,0.4069839936427672,3.872047497880571e-05
trained_model_checkpoint_130.pkl,9.0,1,Adults,ER,0.0791812967866927,0.4431662805069336,0.0793314107373299,0.4422995504320479
trained_model_checkpoint_130.pkl,9.5,1,Kids_II,RT,0.3083946387996474,0.0022361508517803,0.2934564383591984,0.003710432703968
trained_model_checkpoint_130.pkl,9.5,1,Kids_II,zRT,0.2942166936546804,0.0036183007964751,0.2784073902382139,0.0060213238304655
trained_model_checkpoint_130.pkl,9.5,1,Kids_II,ER,-0.0557065343950853,0.5898320865447098,-0.0411481877123383,0.6905891937181659
trained_model_checkpoint_130.pkl,9.5,1,Adults,RT,0.2542948529717957,0.0124131142828158,0.2520715560264909,0.0132276486032734
trained_model_checkpoint_130.pkl,9.5,1,Adults,zRT,0.2597004975211462,0.0106125461046897,0.2577149490718601,0.011245437167925
trained_model_checkpoint_130.pkl,9.5,1,Adults,ER,0.0443800103109568,0.6676692160641438,0.0105326879021923,0.9188758962037004
trained_model_checkpoint_130.pkl,10.0,1,Kids_II,RT,0.3762280212386124,0.0001582415937369,0.3578060063532896,0.000344777502084
trained_model_checkpoint_130.pkl,10.0,1,Kids_II,zRT,0.3862805804310943,0.0001014106724967,0.3628812688547547,0.000279493608567
trained_model_checkpoint_130.pkl,10.0,1,Kids_II,ER,0.0721245030776624,0.484973283908631,0.0722062937187447,0.4844769879220465
trained_model_checkpoint_130.pkl,10.0,1,Adults,RT,0.3541239604555452,0.0004006265403456,0.3611895146875997,0.0002998670416663
trained_model_checkpoint_130.pkl,10.0,1,Adults,zRT,0.3508843590184414,0.0004565189175739,0.3510389896846694,0.0004536962469482
trained_model_checkpoint_130.pkl,10.0,1,Adults,ER,0.1183111486540172,0.2509437297142874,0.1212459934394883,0.2392958538118491
trained_model_checkpoint_140.pkl,0.0,1,Kids_II,RT,0.3635497070239359,0.0002718015383921,0.3954178410703263,6.682610725982957e-05
trained_model_checkpoint_140.pkl,0.0,1,Kids_II,zRT,0.3745487631778355,0.0001702136921139,0.3997551482849916,5.458737430241748e-05
trained_model_checkpoint_140.pkl,0.0,1,Kids_II,ER,0.1192149058576238,0.2473161359606919,0.0185121978577551,0.8579211601688258
trained_model_checkpoint_140.pkl,0.0,1,Adults,RT,0.3117672173218242,0.00198731136924,0.3072259277054637,0.0023287255428389
trained_model_checkpoint_140.pkl,0.0,1,Adults,zRT,0.3037001298913062,0.002629300248024,0.3057801586339086,0.0024480169670182
trained_model_checkpoint_140.pkl,0.0,1,Adults,ER,0.0767449491932559,0.4573661620348211,0.1359967041211371,0.1864405032661247
trained_model_checkpoint_140.pkl,0.5,1,Kids_II,RT,0.411426939033626,3.1228593544773945e-05,0.4123031742384784,2.9921145659872107e-05
trained_model_checkpoint_140.pkl,0.5,1,Kids_II,zRT,0.4199298260786922,2.051679917772324e-05,0.4212468439616558,1.9204729185770377e-05
trained_model_checkpoint_140.pkl,0.5,1,Kids_II,ER,0.047034018023393,0.6490713872913701,-0.0548733412200908,0.5954158806458105
trained_model_checkpoint_140.pkl,0.5,1,Adults,RT,0.31146858440278,0.0020082904107212,0.3201833760897511,0.0014716833912272
trained_model_checkpoint_140.pkl,0.5,1,Adults,zRT,0.333241030770113,0.0009076957323822,0.3371763485637882,0.0007813918051616
trained_model_checkpoint_140.pkl,0.5,1,Adults,ER,-0.0195929316969364,0.8497211824994116,0.021532992061157,0.8350417527645424
trained_model_checkpoint_140.pkl,1.0,1,Kids_II,RT,0.6776348688643062,3.3977146761968353e-14,0.6740175566648874,5.21339844597596e-14
trained_model_checkpoint_140.pkl,1.0,1,Kids_II,zRT,0.6724225906739061,6.284568432586867e-14,0.6770674098624659,3.6352059967566905e-14
trained_model_checkpoint_140.pkl,1.0,1,Kids_II,ER,0.2071045689251198,0.0429055758305179,0.1322056807571842,0.1991343385750972
trained_model_checkpoint_140.pkl,1.0,1,Adults,RT,0.626877661728761,8.336707864891017e-12,0.6389442448927325,2.4713478541200424e-12
trained_model_checkpoint_140.pkl,1.0,1,Adults,zRT,0.6412659804600094,1.9437847938046228e-12,0.6496187310842578,8.0541259148963e-13
trained_model_checkpoint_140.pkl,1.0,1,Adults,ER,0.1079290984524474,0.295240975611061,0.1063012723890339,0.3026270966443996
trained_model_checkpoint_140.pkl,1.5,1,Kids_II,RT,0.6817824825140195,2.0640716786265305e-14,0.6788744534910865,2.929969425976692e-14
trained_model_checkpoint_140.pkl,1.5,1,Kids_II,zRT,0.6731251455806635,5.788822342456907e-14,0.6811298503465387,2.2336764395337082e-14
trained_model_checkpoint_140.pkl,1.5,1,Kids_II,ER,0.2118848460430498,0.0382246764666639,0.1367741128729376,0.1839118012993763
trained_model_checkpoint_140.pkl,1.5,1,Adults,RT,0.581461316119942,5.2308604680931e-10,0.5924175740320888,2.043579963855976e-10
trained_model_checkpoint_140.pkl,1.5,1,Adults,zRT,0.6122932827102106,3.3848627358931065e-11,0.6179787383938794,1.977157829206156e-11
trained_model_checkpoint_140.pkl,1.5,1,Adults,ER,0.1317575086621428,0.2006751013055518,0.1948959788050998,0.0570590403801188
trained_model_checkpoint_140.pkl,2.0,1,Kids_II,RT,0.643127406554882,1.6010146850725037e-12,0.6444143136079729,1.3989713986673856e-12
trained_model_checkpoint_140.pkl,2.0,1,Kids_II,zRT,0.6384467194924524,2.601156171837662e-12,0.6353433789882712,3.5722139373060864e-12
trained_model_checkpoint_140.pkl,2.0,1,Kids_II,ER,0.1067148921676873,0.3007389733691424,0.0407323977674356,0.6935588767654771
trained_model_checkpoint_140.pkl,2.0,1,Adults,RT,0.5656087501992686,1.9190324478376656e-09,0.5778941263968274,7.050715743170316e-10
trained_model_checkpoint_140.pkl,2.0,1,Adults,zRT,0.570241347550081,1.3219152723743991e-09,0.5771382151785188,7.507743421721964e-10
trained_model_checkpoint_140.pkl,2.0,1,Adults,ER,0.2630456752064255,0.0096165909609728,0.2306680608479625,0.0237559101037497
trained_model_checkpoint_140.pkl,2.5,1,Kids_II,RT,0.7278202157805815,4.455794946914752e-17,0.723029080312054,8.936880896563691e-17
trained_model_checkpoint_140.pkl,2.5,1,Kids_II,zRT,0.7226698179505107,9.41014764018678e-17,0.7237849915303626,8.015268169074575e-17
trained_model_checkpoint_140.pkl,2.5,1,Kids_II,ER,0.1437659939691268,0.1622836452566904,0.0895306168749574,0.3856845215292531
trained_model_checkpoint_140.pkl,2.5,1,Adults,RT,0.6499833610340193,7.74540830439359e-13,0.6648239165023017,1.5070173337323677e-13
trained_model_checkpoint_140.pkl,2.5,1,Adults,zRT,0.6609731642349589,2.3250411745192534e-13,0.6731389399036948,5.779477598164854e-14
trained_model_checkpoint_140.pkl,2.5,1,Adults,ER,0.2426644122364361,0.0172098633703124,0.2539464890069312,0.0125377798772802
trained_model_checkpoint_140.pkl,3.0,1,Kids_II,RT,0.6768691971084017,3.7218840774255346e-14,0.6688630579691842,9.49714492901203e-14
trained_model_checkpoint_140.pkl,3.0,1,Kids_II,zRT,0.6808991239778797,2.2968026943176636e-14,0.6727929231746436,6.018345161872762e-14
trained_model_checkpoint_140.pkl,3.0,1,Kids_II,ER,0.1392503284903369,0.1760240211458343,0.0880592042124384,0.3935721146010239
trained_model_checkpoint_140.pkl,3.0,1,Adults,RT,0.5915144246040464,2.2111492783816302e-10,0.6114870259694773,3.649870439974341e-11
trained_model_checkpoint_140.pkl,3.0,1,Adults,zRT,0.5992258964952033,1.1192779523372416e-10,0.6107010529283855,3.9273657031721086e-11
trained_model_checkpoint_140.pkl,3.0,1,Adults,ER,0.1364222455570918,0.1850532179217046,0.103857968809929,0.3139384085766284
trained_model_checkpoint_140.pkl,3.5,1,Kids_II,RT,0.5616037344807083,2.6365371861043372e-09,0.5470257056822523,8.091479070069717e-09
trained_model_checkpoint_140.pkl,3.5,1,Kids_II,zRT,0.5526229139247971,5.2942794607899746e-09,0.5354688245762892,1.8962503146227738e-08
trained_model_checkpoint_140.pkl,3.5,1,Kids_II,ER,0.0722829448517949,0.4840121238481359,0.0462433960455246,0.6545898123347154
trained_model_checkpoint_140.pkl,3.5,1,Adults,RT,0.4908329374104945,3.8337580841025297e-07,0.5036874015348908,1.6847332887061646e-07
trained_model_checkpoint_140.pkl,3.5,1,Adults,zRT,0.4822631675601879,6.5119433127566e-07,0.4805736393229646,7.21669907045278e-07
trained_model_checkpoint_140.pkl,3.5,1,Adults,ER,0.206112076902107,0.0439349260873707,0.2129985596835927,0.0371977624205501
trained_model_checkpoint_140.pkl,4.0,1,Kids_II,RT,0.4756799302606885,9.688655376449158e-07,0.4569786402342518,2.8660564845459865e-06
trained_model_checkpoint_140.pkl,4.0,1,Kids_II,zRT,0.4874979294422027,4.719645622821914e-07,0.4583386957111395,2.654362969403425e-06
trained_model_checkpoint_140.pkl,4.0,1,Kids_II,ER,0.1194384542400857,0.2464244364913707,0.1240796460097352,0.2284107923705374
trained_model_checkpoint_140.pkl,4.0,1,Adults,RT,0.430609638619894,1.1909115441675752e-05,0.4528984738035889,3.600837073348279e-06
trained_model_checkpoint_140.pkl,4.0,1,Adults,zRT,0.4322033026058024,1.0963243492361077e-05,0.4379378635578247,8.111554077176077e-06
trained_model_checkpoint_140.pkl,4.0,1,Adults,ER,0.1008438968179221,0.3282642101782577,0.1058501787279028,0.3046951080537042
trained_model_checkpoint_140.pkl,4.5,1,Kids_II,RT,0.4273977161614854,1.405292601153104e-05,0.4229089489794385,1.766098690166774e-05
trained_model_checkpoint_140.pkl,4.5,1,Kids_II,zRT,0.4282573119767733,1.3446193760275614e-05,0.4229089489794385,1.766098690166774e-05
trained_model_checkpoint_140.pkl,4.5,1,Kids_II,ER,0.0055501307828687,0.9571996721010192,-0.0718035602219808,0.486923342276031
trained_model_checkpoint_140.pkl,4.5,1,Adults,RT,0.3471916169094766,0.0005289069428314,0.353545669709861,0.0004101178794167
trained_model_checkpoint_140.pkl,4.5,1,Adults,zRT,0.3555113391946647,0.0003786731924318,0.3566514881846181,0.0003614660079004
trained_model_checkpoint_140.pkl,4.5,1,Adults,ER,0.077634568673465,0.4521522316465748,0.0481119631795424,0.6415779706175686
trained_model_checkpoint_140.pkl,5.0,1,Kids_II,RT,0.4258908121591417,1.5178971348530375e-05,0.4134568649738468,2.827766832037596e-05
trained_model_checkpoint_140.pkl,5.0,1,Kids_II,zRT,0.4411880020793967,6.821689640667253e-06,0.4229772533120605,1.7600105967555112e-05
trained_model_checkpoint_140.pkl,5.0,1,Kids_II,ER,0.0527751309432937,0.6095814044449273,0.0166890751942918,0.8717877551129911
trained_model_checkpoint_140.pkl,5.0,1,Adults,RT,0.3755703436130981,0.0001628343814051,0.3944160882974197,6.999460772291253e-05
trained_model_checkpoint_140.pkl,5.0,1,Adults,zRT,0.3663966111092163,0.0002411772210836,0.3753753116209926,0.0001642198928919
trained_model_checkpoint_140.pkl,5.0,1,Adults,ER,0.1741849126855018,0.0896396624012403,0.1911395313719684,0.0621136503415249
trained_model_checkpoint_140.pkl,5.5,1,Kids_II,RT,0.4706854004723749,1.3025565593660812e-06,0.4528984738035889,3.600837073348279e-06
trained_model_checkpoint_140.pkl,5.5,1,Kids_II,zRT,0.4873495489074736,4.7632584532318965e-07,0.4569786402342518,2.8660564845459865e-06
trained_model_checkpoint_140.pkl,5.5,1,Kids_II,ER,0.1194384542400857,0.2464244364913707,0.1240796460097352,0.2284107923705374
trained_model_checkpoint_140.pkl,5.5,1,Adults,RT,0.4481883490180909,4.6692667432183385e-06,0.4583386957111395,2.654362969403425e-06
trained_model_checkpoint_140.pkl,5.5,1,Adults,zRT,0.4450561663899262,5.538161623566882e-06,0.4433780854653752,6.064199710420496e-06
trained_model_checkpoint_140.pkl,5.5,1,Adults,ER,0.1741849126855019,0.0896396624012399,0.1911395313719684,0.0621136503415249
trained_model_checkpoint_140.pkl,6.0,1,Kids_II,RT,0.4312073711781595,1.1545709255979064e-05,0.4188970868813975,2.160389926598747e-05
trained_model_checkpoint_140.pkl,6.0,1,Kids_II,zRT,0.4493658601163083,4.377186280050922e-06,0.4324976416502741,1.07964570057288e-05
trained_model_checkpoint_140.pkl,6.0,1,Kids_II,ER,0.0527751309432937,0.6095814044449273,0.0166890751942918,0.8717877551129911
trained_model_checkpoint_140.pkl,6.0,1,Adults,RT,0.3921687028544723,7.761853634918101e-05,0.4175370314045099,2.3117957911447828e-05
trained_model_checkpoint_140.pkl,6.0,1,Adults,zRT,0.3887755561430226,9.060421004711608e-05,0.401216365681858,5.095885335107723e-05
trained_model_checkpoint_140.pkl,6.0,1,Adults,ER,0.100843896817922,0.3282642101782577,0.1058501787279028,0.3046951080537042
trained_model_checkpoint_140.pkl,6.5,1,Kids_II,RT,0.3683161041301385,0.000222362073269,0.3578698074850658,0.0003438762697055
trained_model_checkpoint_140.pkl,6.5,1,Kids_II,zRT,0.3547874857443158,0.0003899852215687,0.3423943563505764,0.0006386531143542
trained_model_checkpoint_140.pkl,6.5,1,Kids_II,ER,-0.0464205511786596,0.6533516666748916,-0.0749957032394657,0.4677144442603246
trained_model_checkpoint_140.pkl,6.5,1,Adults,RT,0.3229775341148319,0.0013294616472384,0.3269189052160872,0.001150017119393
trained_model_checkpoint_140.pkl,6.5,1,Adults,zRT,0.3277027659391576,0.0011170709890327,0.3282085261439613,0.0010962717413559
trained_model_checkpoint_140.pkl,6.5,1,Adults,ER,0.0510705169230545,0.6211969487925075,0.0187739471914544,0.85593373969262
trained_model_checkpoint_140.pkl,7.0,1,Kids_II,RT,0.3783219327444163,0.0001444057160188,0.365854923282779,0.0002467467601948
trained_model_checkpoint_140.pkl,7.0,1,Kids_II,zRT,0.385175666533231,0.0001065687883991,0.3685750342365543,0.0002199304534885
trained_model_checkpoint_140.pkl,7.0,1,Kids_II,ER,0.0194434692948976,0.8508542839465052,-0.017414687159261,0.8662638920449305
trained_model_checkpoint_140.pkl,7.0,1,Adults,RT,0.3294607689260551,0.0010462811544449,0.3359337027912506,0.0008194236448634
trained_model_checkpoint_140.pkl,7.0,1,Adults,zRT,0.3286070964600597,0.0010801295880382,0.3277733699299247,0.0011141460222903
trained_model_checkpoint_140.pkl,7.0,1,Adults,ER,0.0641733888841322,0.5344861665830827,0.0472137487851077,0.6478195189203717
trained_model_checkpoint_140.pkl,7.5,1,Kids_II,RT,0.3738751156543292,0.0001752477620577,0.376218962093486,0.0001583040338034
trained_model_checkpoint_140.pkl,7.5,1,Kids_II,zRT,0.3829933186159533,0.0001174796894414,0.3819020279861368,0.0001233162398009
trained_model_checkpoint_140.pkl,7.5,1,Kids_II,ER,0.0383014950394056,0.7110125558078927,-0.0157664474231839,0.8788203002100439
trained_model_checkpoint_140.pkl,7.5,1,Adults,RT,0.3426369276519355,0.0006326384767125,0.3614429907725938,0.0002967297663023
trained_model_checkpoint_140.pkl,7.5,1,Adults,zRT,0.3458067046045963,0.0005586657188378,0.3534866985228826,0.0004110972791696
trained_model_checkpoint_140.pkl,7.5,1,Adults,ER,0.0497996573264955,0.6299178804213726,0.0235469457370662,0.8198628693151263
trained_model_checkpoint_140.pkl,8.0,1,Kids_II,RT,0.3090639846162289,0.0021846382831489,0.3028620934348137,0.0027056880260208
trained_model_checkpoint_140.pkl,8.0,1,Kids_II,zRT,0.3250120130614551,0.0012338861301996,0.310386617495306,0.0020859840421231
trained_model_checkpoint_140.pkl,8.0,1,Kids_II,ER,0.0825993441030575,0.4236691105828927,0.0722602320802039,0.4841498445642757
trained_model_checkpoint_140.pkl,8.0,1,Adults,RT,0.2886364029092674,0.0043449640423862,0.3122677485104291,0.0019525923653817
trained_model_checkpoint_140.pkl,8.0,1,Adults,zRT,0.2905138092565009,0.0040871331444663,0.3009809624196906,0.0028844670249033
trained_model_checkpoint_140.pkl,8.0,1,Adults,ER,-0.0063400014729938,0.9511155511416542,-0.0263317197554808,0.7989844589822664
trained_model_checkpoint_140.pkl,8.5,1,Kids_II,RT,0.4756799302606885,9.688655376449158e-07,0.4569786402342518,2.8660564845459865e-06
trained_model_checkpoint_140.pkl,8.5,1,Kids_II,zRT,0.4874979294422027,4.719645622821914e-07,0.4583386957111395,2.654362969403425e-06
trained_model_checkpoint_140.pkl,8.5,1,Kids_II,ER,0.1194384542400857,0.2464244364913707,0.1240796460097352,0.2284107923705374
trained_model_checkpoint_140.pkl,8.5,1,Adults,RT,0.430609638619894,1.1909115441675752e-05,0.4528984738035889,3.600837073348279e-06
trained_model_checkpoint_140.pkl,8.5,1,Adults,zRT,0.4322033026058024,1.0963243492361077e-05,0.4379378635578247,8.111554077176077e-06
trained_model_checkpoint_140.pkl,8.5,1,Adults,ER,0.1008438968179221,0.3282642101782577,0.1058501787279028,0.3046951080537042
trained_model_checkpoint_140.pkl,9.0,1,Kids_II,RT,0.4207367230452509,1.9703316566341603e-05,0.4084297627143223,3.6115707155969065e-05
trained_model_checkpoint_140.pkl,9.0,1,Kids_II,zRT,0.4365143928475116,8.745858036545071e-06,0.4199959152867634,2.044900573307922e-05
trained_model_checkpoint_140.pkl,9.0,1,Kids_II,ER,0.0225142701464862,0.8276380790393535,-0.0246829304770069,0.8113299329786057
trained_model_checkpoint_140.pkl,9.0,1,Adults,RT,0.3880568081715022,9.360213530364852e-05,0.4142128390005429,2.724696152528408e-05
trained_model_checkpoint_140.pkl,9.0,1,Adults,zRT,0.3919476359301218,7.840879104735674e-05,0.4069839936427672,3.872047497880571e-05
trained_model_checkpoint_140.pkl,9.0,1,Adults,ER,0.0791812967866927,0.4431662805069336,0.0793314107373299,0.4422995504320479
trained_model_checkpoint_140.pkl,9.5,1,Kids_II,RT,0.3092453810583202,0.0021708636447395,0.2948991379251849,0.0035373476677623
trained_model_checkpoint_140.pkl,9.5,1,Kids_II,zRT,0.3113007899490081,0.0020201655603912,0.2927387046803117,0.0037993312589037
trained_model_checkpoint_140.pkl,9.5,1,Kids_II,ER,0.0446740142499297,0.6655988167894857,0.0507155733718465,0.6236274569914794
trained_model_checkpoint_140.pkl,9.5,1,Adults,RT,0.2750436586173795,0.0066861887502724,0.2776156719661996,0.0061723035400258
trained_model_checkpoint_140.pkl,9.5,1,Adults,zRT,0.2838147591025337,0.0050748147633931,0.2840969717008191,0.0050292676168823
trained_model_checkpoint_140.pkl,9.5,1,Adults,ER,0.0673523726222849,0.5143933139931098,0.0556440657384472,0.59024990707806
trained_model_checkpoint_140.pkl,10.0,1,Kids_II,RT,0.3627506072690639,0.0002810204512177,0.3442469757675212,0.0005940128587073
trained_model_checkpoint_140.pkl,10.0,1,Kids_II,zRT,0.3644781028385118,0.0002614415692104,0.3423658447523982,0.0006393634953581
trained_model_checkpoint_140.pkl,10.0,1,Kids_II,ER,0.0825993441030574,0.4236691105828927,0.0993578191102804,0.3354786373376935
trained_model_checkpoint_140.pkl,10.0,1,Adults,RT,0.3281986702171225,0.0010966736741414,0.3273167966314136,0.0011331846694381
trained_model_checkpoint_140.pkl,10.0,1,Adults,zRT,0.3346634848775545,0.0008600388058893,0.3329601896767828,0.0009173847670877
trained_model_checkpoint_140.pkl,10.0,1,Adults,ER,0.0951000220949076,0.3567000499598077,0.0916343847490733,0.3745736239363837
trained_model_checkpoint_150.pkl,0.0,1,Kids_II,RT,0.3024350563368367,0.0027453751385249,0.3324296938459641,0.0009359445959445
trained_model_checkpoint_150.pkl,0.0,1,Kids_II,zRT,0.3266454093879349,0.0011617186343206,0.3459637271832043,0.0005552161641845
trained_model_checkpoint_150.pkl,0.0,1,Kids_II,ER,0.0107970812990513,0.9168466857529808,-0.0126361014007803,0.9027477214690064
trained_model_checkpoint_150.pkl,0.0,1,Adults,RT,0.2191364772855362,0.0319440519446429,0.2173904104794218,0.0333706566376304
trained_model_checkpoint_150.pkl,0.0,1,Adults,zRT,0.2392348297901671,0.0188996168016204,0.2376914604852822,0.0197054442320072
trained_model_checkpoint_150.pkl,0.0,1,Adults,ER,0.0641445986678407,0.5346699003909434,0.1307183366769484,0.2042805452762747
trained_model_checkpoint_150.pkl,0.5,1,Kids_II,RT,0.411426939033626,3.1228593544773945e-05,0.4123031742384784,2.9921145659872107e-05
trained_model_checkpoint_150.pkl,0.5,1,Kids_II,zRT,0.4199298260786922,2.051679917772324e-05,0.4212468439616558,1.9204729185770377e-05
trained_model_checkpoint_150.pkl,0.5,1,Kids_II,ER,0.047034018023393,0.6490713872913701,-0.0548733412200908,0.5954158806458105
trained_model_checkpoint_150.pkl,0.5,1,Adults,RT,0.31146858440278,0.0020082904107212,0.3201833760897511,0.0014716833912272
trained_model_checkpoint_150.pkl,0.5,1,Adults,zRT,0.333241030770113,0.0009076957323822,0.3371763485637882,0.0007813918051616
trained_model_checkpoint_150.pkl,0.5,1,Adults,ER,-0.0195929316969364,0.8497211824994116,0.021532992061157,0.8350417527645424
trained_model_checkpoint_150.pkl,1.0,1,Kids_II,RT,0.6490076377594947,8.598332922026724e-13,0.647618359726068,9.970826247704525e-13
trained_model_checkpoint_150.pkl,1.0,1,Kids_II,zRT,0.6488077094969781,8.783961011300399e-13,0.6553418941294796,4.334267577313601e-13
trained_model_checkpoint_150.pkl,1.0,1,Kids_II,ER,0.1500478752809052,0.1445157500450945,0.0638698057455502,0.5364251539770437
trained_model_checkpoint_150.pkl,1.0,1,Adults,RT,0.6026055000361683,8.257695290156908e-11,0.6097730411493508,4.2811831447429725e-11
trained_model_checkpoint_150.pkl,1.0,1,Adults,zRT,0.6200373432116606,1.6230534684891918e-11,0.6252201099561742,9.81198151146992e-12
trained_model_checkpoint_150.pkl,1.0,1,Adults,ER,0.154232093975142,0.1335219027675499,0.160871531751173,0.1173996839768678
trained_model_checkpoint_150.pkl,1.5,1,Kids_II,RT,0.6817824825140195,2.0640716786265305e-14,0.6788744534910865,2.929969425976692e-14
trained_model_checkpoint_150.pkl,1.5,1,Kids_II,zRT,0.6731251455806635,5.788822342456907e-14,0.6811298503465387,2.2336764395337082e-14
trained_model_checkpoint_150.pkl,1.5,1,Kids_II,ER,0.2118848460430498,0.0382246764666639,0.1367741128729376,0.1839118012993763
trained_model_checkpoint_150.pkl,1.5,1,Adults,RT,0.581461316119942,5.2308604680931e-10,0.5924175740320888,2.043579963855976e-10
trained_model_checkpoint_150.pkl,1.5,1,Adults,zRT,0.6122932827102106,3.3848627358931065e-11,0.6179787383938794,1.977157829206156e-11
trained_model_checkpoint_150.pkl,1.5,1,Adults,ER,0.1317575086621428,0.2006751013055518,0.1948959788050998,0.0570590403801188
trained_model_checkpoint_150.pkl,2.0,1,Kids_II,RT,0.6180462752462921,1.9644428022132868e-11,0.6163636236038388,2.3059504537111863e-11
trained_model_checkpoint_150.pkl,2.0,1,Kids_II,zRT,0.6126508372672295,3.273359011221614e-11,0.6065561240850506,5.7608945136209376e-11
trained_model_checkpoint_150.pkl,2.0,1,Kids_II,ER,0.1055418274246798,0.3061140240630705,0.0330047621468472,0.7495519704025502
trained_model_checkpoint_150.pkl,2.0,1,Adults,RT,0.530400830430978,2.7274570354820387e-08,0.5431845887328811,1.077730013520286e-08
trained_model_checkpoint_150.pkl,2.0,1,Adults,zRT,0.5327499154173915,2.306264150837183e-08,0.5424301656929744,1.1396620602748447e-08
trained_model_checkpoint_150.pkl,2.0,1,Adults,ER,0.2364657286286677,0.0203662932528105,0.2002227659549619,0.0504733227286299
trained_model_checkpoint_150.pkl,2.5,1,Kids_II,RT,0.7467462156382025,2.451655166068138e-18,0.741597848228364,5.5321388007943816e-18
trained_model_checkpoint_150.pkl,2.5,1,Kids_II,zRT,0.7423233598628405,4.9384947056477195e-18,0.742352271268271,4.916167278721807e-18
trained_model_checkpoint_150.pkl,2.5,1,Kids_II,ER,0.1425199859384363,0.1659928608318155,0.0817069111684145,0.4287114932814181
trained_model_checkpoint_150.pkl,2.5,1,Adults,RT,0.6700632729657874,8.268094440409681e-14,0.6865249663151692,1.1556514631648048e-14
trained_model_checkpoint_150.pkl,2.5,1,Adults,zRT,0.6826095045289724,1.866972401251429e-14,0.6970868888738642,3.050083690999066e-15
trained_model_checkpoint_150.pkl,2.5,1,Adults,ER,0.1957834527355635,0.0559154033677107,0.21627438010325,0.0343103030589311
trained_model_checkpoint_150.pkl,3.0,1,Kids_II,RT,0.7938438126692294,5.0930368140744815e-22,0.7853805850213595,2.7300147287471448e-21
trained_model_checkpoint_150.pkl,3.0,1,Kids_II,zRT,0.7925378478694894,6.6328602374521885e-22,0.7838607387029826,3.661289101314483e-21
trained_model_checkpoint_150.pkl,3.0,1,Kids_II,ER,0.1837167555124247,0.0731725249120881,0.1212240195303281,0.2393816461571658
trained_model_checkpoint_150.pkl,3.0,1,Adults,RT,0.7137248987334063,3.3150904435714355e-16,0.7413050417884239,5.790855474090737e-18
trained_model_checkpoint_150.pkl,3.0,1,Adults,zRT,0.7262411739218297,5.613665369075444e-17,0.7466245039027438,2.499842881462766e-18
trained_model_checkpoint_150.pkl,3.0,1,Adults,ER,0.1120515974472016,0.2770710678411483,0.0999902637957127,0.3323961326638287
trained_model_checkpoint_150.pkl,3.5,1,Kids_II,RT,0.5616037344807083,2.6365371861043372e-09,0.5470257056822523,8.091479070069717e-09
trained_model_checkpoint_150.pkl,3.5,1,Kids_II,zRT,0.5526229139247971,5.2942794607899746e-09,0.5354688245762892,1.8962503146227738e-08
trained_model_checkpoint_150.pkl,3.5,1,Kids_II,ER,0.0722829448517949,0.4840121238481359,0.0462433960455246,0.6545898123347154
trained_model_checkpoint_150.pkl,3.5,1,Adults,RT,0.4908329374104945,3.8337580841025297e-07,0.5036874015348908,1.6847332887061646e-07
trained_model_checkpoint_150.pkl,3.5,1,Adults,zRT,0.4822631675601879,6.5119433127566e-07,0.4805736393229646,7.21669907045278e-07
trained_model_checkpoint_150.pkl,3.5,1,Adults,ER,0.206112076902107,0.0439349260873707,0.2129985596835927,0.0371977624205501
trained_model_checkpoint_150.pkl,4.0,1,Kids_II,RT,0.4756799302606885,9.688655376449158e-07,0.4569786402342518,2.8660564845459865e-06
trained_model_checkpoint_150.pkl,4.0,1,Kids_II,zRT,0.4874979294422027,4.719645622821914e-07,0.4583386957111395,2.654362969403425e-06
trained_model_checkpoint_150.pkl,4.0,1,Kids_II,ER,0.1194384542400857,0.2464244364913707,0.1240796460097352,0.2284107923705374
trained_model_checkpoint_150.pkl,4.0,1,Adults,RT,0.430609638619894,1.1909115441675752e-05,0.4528984738035889,3.600837073348279e-06
trained_model_checkpoint_150.pkl,4.0,1,Adults,zRT,0.4322033026058024,1.0963243492361077e-05,0.4379378635578247,8.111554077176077e-06
trained_model_checkpoint_150.pkl,4.0,1,Adults,ER,0.1008438968179221,0.3282642101782577,0.1058501787279028,0.3046951080537042
trained_model_checkpoint_150.pkl,4.5,1,Kids_II,RT,0.3940837517796222,7.107628924549722e-05,0.3898101063634762,8.644543342546311e-05
trained_model_checkpoint_150.pkl,4.5,1,Kids_II,zRT,0.3938220764261319,7.193890934471841e-05,0.3855498866217989,0.0001047951330426
trained_model_checkpoint_150.pkl,4.5,1,Kids_II,ER,0.0331711820492697,0.7483310973264939,-0.0210243000024945,0.8388855106017787
trained_model_checkpoint_150.pkl,4.5,1,Adults,RT,0.3209988357138445,0.0014288142945744,0.3237767003674775,0.001291144665257
